identifier,Name,Description,Relative Weight,CRM Path
bibliographic entity_94_number_of_pages,Number of Pages,This field is used to indicate the number of pages in a volume using free text.,1,"--> P43 --> E54[94_1] --> P129i --> E73[94_2] --> P190 --> rdfs:Literal<br><br> --> P43 --> E54[94_1] --> P2 --> E55[94_3]""Page Numbers"""
